,courseid,name,companyid,serialid,creditvalue,exam,publishdate,tags,visit,study,warenum,type,duration,page,label
5257,13401,员工法律知识,509,5,1.5,0,2019/10/31 9:13,员工法律知识,25,15,1.0,pdf,0.0,69.0,0
5258,13390,成本管控与控制,509,5,1.5,0,2019/10/30 10:58,"成本管控,现代成本管理,生产成本",24,15,1.0,pdf,0.0,61.0,0
5259,10215,早报分享之2018年3月,396,7,0.5,0,2018/7/5 0:00,"3月早报分享,早报分享",22,15,1.0,pdf,0.0,20.0,0
5260,11011,人力成本分析与控制方法,291,1,5.5,0,2018/8/27 0:00,"人力分析,成本",234,14,5.0,mp4,3369.0,0.0,0
5261,11013,企业应对新劳动合同法的12个策略,291,1,9.5,0,2018/8/27 0:00,"劳动合同,策略",198,14,6.0,mp4,3557.0,0.0,0
5262,7336,西方经济学B,2,4,18.5,0,2017/12/14 0:00," 成本分析, 厂商决策,市场供需,生产理论, 效用论,现实经济",179,14,22.0,mp4,4381.0,0.0,0
5263,11516,6 Health Prediction（第2期）,2,3,2.5,0,2018/11/13 0:00,"工业互联网,人工智能,大数据,IMS,数据分析,预测",150,14,5.0,mp4,1351.0,0.0,0
5264,5373,医生开药的盲点所在,2,8,0.5,0,2017/9/30 0:00,"医学研究,药物测试,实验结果,负面案例",131,14,1.0,mp4,809.0,0.0,0
5265,12479,面试技巧,528,1,3.0,0,2019/5/28 0:00,面试技巧 ,125,14,1.0,mp4,9915.0,0.0,0
5266,12476,招募渠道,528,1,2.5,0,2019/5/28 0:00,招募,118,14,1.0,mp4,7285.0,0.0,0
5267,5324,建筑如何促进音乐演变,2,8,0.5,0,2017/9/29 0:00,"建筑,音乐,演变,TED",109,14,1.0,mp4,960.0,0.0,0
5268,5321,建筑如何帮助音乐进化,2,8,0.5,0,2017/9/29 0:00,"建筑,音乐,进化,TED",107,14,1.0,mp4,1209.0,0.0,0
5269,11974,团队荣耀  (拟晋升/在职线组长）,179,1,0.5,0,2019/3/12 0:00,正向管理,101,14,1.0,pdf,0.0,29.0,0
5270,4044,产品开发流程与A系统介绍5,138,5,1.0,0,2017/8/30 0:00,HWRD,99,14,1.0,mp4,1930.0,0.0,0
5271,12477,招募技巧,528,1,2.5,0,2019/5/28 0:00,招募技巧,90,14,1.0,mp4,8305.0,0.0,0
5272,5295,德贝维奇动态化人物面部表情捕捉,2,8,0.5,0,2017/9/29 0:00,"拍摄,照片,面部表情动画,数字虚拟,TED",77,14,1.0,mp4,366.0,0.0,0
5273,13850,设备健康度管理（PHM）,2,2,46.0,0,2020/2/21 12:22,"工业互联网,人工智能,大数据,IMS,数据分析,预测",69,14,83.0,mp4,2429.0,0.0,0
5274,4791,改善永无止境,287,1,1.0,0,2017/9/14 0:00,"5W1H ,改善 ,IE ,解决问题 ",65,14,1.0,pdf,0.0,37.0,0
5275,12977,成型塑模简介（2019年）,469,2,0.5,1,2019/8/8 11:39,"MC,成型,成型塑模简介",63,14,1.0,pdf,0.0,23.0,0
5276,4762,如何做好产品创新,287,7,1.0,0,2017/9/14 0:00,"产品 ,创新 ,设计",61,14,1.0,pdf,0.0,31.0,0
5277,13625,邻苯二甲酸酯类物质快速筛查系统,138,1,1.0,0,2019/11/30 11:32,"邻苯二甲酸酯,快速筛查",60,14,1.0,pdf,0.0,38.0,0
5278,3211,化学分析基础知识,268,2,0.5,1,2017/8/4 0:00,"溶液浓度,化学品,误差",55,14,1.0,pdf,0.0,21.0,0
5279,3567,大手豪掷15万现金当垃圾扔掉,287,1,0.0,0,2017/8/19 0:00,"IE,5S,整顿 ",55,14,1.0,mp4,192.0,0.0,0
5280,13735,流程关键因子筛选工具1：流程绘制,179,5,1.5,1,2020/1/2 0:00,"技委会,应知应会,流程关键因子筛选工具",55,14,1.0,mp4,4525.0,0.0,0
5281,13895,工业人工智能实操指南,2,3,7.0,0,2020/2/22 17:14,"工业人工智能,工业大数据,数据分析",55,14,7.0,mp4,3037.0,0.0,0
5282,7982,抛光设备常见异常分析及对策,371,2,0.5,0,2018/1/17 0:00,"抛光设备常见异常分析及对策                                       ,  表面处理",54,14,1.0,pdf,0.0,21.0,0
5283,13619,化学有害因素职业健康风险评估,138,1,3.0,0,2019/11/30 11:21,"化学,化学有害因素,职业健康风险,风险评估",51,14,1.0,pdf,0.0,173.0,0
5284,13736,流程关键因子筛选工具2：因果矩阵,179,5,1.5,1,2020/1/2 0:00,"技委会,应知应会,流程关键因子筛选工具",50,14,1.0,mp4,4643.0,0.0,0
5285,3559,火锅与IE,287,1,0.5,0,2017/8/19 0:00,"IE ,鱼骨图 ,特性要因图 ,火锅 ",47,14,1.0,pdf,0.0,30.0,0
5286,12884,生产物流（2019年）,469,1,1.0,1,2019/7/24 15:13,"供应链,生产物流",44,14,1.0,pdf,0.0,50.0,0
5287,13147,证件查验技巧学习,291,1,0.5,1,2019/9/5 16:48,证件介绍,44,14,1.0,pdf,0.0,30.0,0
5288,12677,简述节能基础与立项要求（2019年）,469,1,1.0,1,2019/6/24 16:56,"节能,立项,要求,简述节能基础与立项要求",43,14,1.0,pdf,0.0,54.0,0
5289,4083,FTCQP-001机密保护及公正性保证程序,268,1,0.5,1,2017/8/31 0:00,实验室管理系统,41,14,1.0,pdf,0.0,26.0,0
5290,11232,真空镀膜技术简介（2019年）,469,2,0.5,1,2018/9/26 0:00,表面、表面处理、镀膜、真空、技术,41,14,1.0,pdf,0.0,23.0,0
5291,11709,FIT郑州干训班之危险化学品与职业健康,513,1,1.5,1,2018/12/25 16:28,"危险化学品与职业健康,干训班",37,14,1.0,pdf,0.0,61.0,0
5292,12928,现场加工能力提升（2019年）,469,2,0.5,1,2019/7/29 14:32,"MC,加工",37,14,1.0,pdf,0.0,17.0,0
5293,12741,夏普精匠-睿视睿智新品一页纸资料,386,7,0.0,0,2019/7/8 11:08,"睿视,睿智,一页纸",32,14,1.0,pdf,0.0,2.0,0
5294,13878,工站ECRS,2,1,0.5,0,2020/2/22 15:21,"程序分析,ECRS,现场改善,IE",31,14,1.0,mp4,444.0,0.0,0
5295,11583,把握顾客心理的八大销售技巧,386,7,0.0,0,2018/12/5 11:38,"销售技巧,客户销售心理分析",27,14,1.0,pdf,0.0,4.0,0
5296,11967,早报分享之2019年1月,396,7,0.5,0,2019/3/7 16:22,1月早报汇集,27,14,1.0,pdf,0.0,21.0,0
5297,13394,员工激励的方法与工具,509,5,1.5,0,2019/10/30 15:29,"马斯洛需求理论,激励的理念",24,14,1.0,pdf,0.0,73.0,0
5298,12742,精匠2019-睿视睿尚新品介绍,386,7,1.0,0,2019/7/8 11:11,"睿视,睿尚,D系列",23,14,1.0,pdf,0.0,37.0,0
5299,12711,早报分享之2019年5月,396,7,0.5,0,2019/6/28 14:26,"早报,5月",19,14,1.0,pdf,0.0,27.0,0
5300,11518,4 Health Assessment（第2期）,2,3,3.0,0,2018/11/15 0:00,"工业互联网,人工智能,大数据,IMS,数据分析,预测",183,13,7.0,mp4,348.0,0.0,0
5301,4993,尼希重塑大脑,2,8,0.5,0,2017/9/19 0:00,"大脑,发育,重塑,控制,TED",106,13,1.0,mp4,1390.0,0.0,0
5302,5368,利用数据创建更好的学校,2,8,0.5,0,2017/9/30 0:00,"教育,知识,技能,平庸,体系,国际",106,13,1.0,mp4,1187.0,0.0,0
5303,10966,刻意练就专家,179,5,1.5,0,2018/8/22 0:00,"专业技术类,刻意练就专家",105,13,1.0,mp4,4640.0,0.0,0
5304,5519,我们需要更好地药物——就是现在,2,8,0.5,0,2017/10/9 0:00,"药品,医药研制,医疗,分子成因,治疗药物,老药新用",97,13,1.0,mp4,880.0,0.0,0
5305,10880,结构化面试,179,5,1.0,0,2018/8/18 0:00,"专业技术,结构化面试",90,13,1.0,mp4,3240.0,0.0,0
5306,5414,带你走入南极的时光机中,2,8,0.5,0,2017/9/30 0:00,"气候,南极洲,时光机,TED",88,13,1.0,mp4,834.0,0.0,0
5307,11076,ISO45001：2018新版培训教材,138,1,2.0,0,2018/9/1 0:00,"ISO45001,CIP",78,13,1.0,pdf,0.0,113.0,0
5308,11443,JIT精益生产,138,1,4.0,0,2018/11/2 0:00,"精益生产,CIP",77,13,1.0,pdf,0.0,221.0,0
5309,3548,色彩环境的人因工程学分析,287,1,1.0,0,2017/8/19 0:00,"色彩,环境 ,人因 ,IE ",75,13,1.0,pdf,0.0,32.0,0
5310,10937,工业安全（2019年）,469,1,1.0,0,2018/8/21 0:00,工业、安全、工业安全,65,13,1.0,mp4,2060.0,0.0,0
5311,12259,Ramp Plan 制作与管制作业简介（2019年）,469,1,0.0,1,2019/5/8 11:48,"Ramp Plan制作,管制,作业,供应链",54,13,1.0,pdf,0.0,13.0,0
5312,10092,统计制程管制SPC,472,1,1.0,1,2018/7/2 0:00,SPC,50,13,1.0,pdf,0.0,43.0,0
5313,12678,综合能耗及节能量的计算（2019年）,469,1,2.0,1,2019/6/24 17:01,"综合能耗及节能量的计算,能耗,节能量,计算,节能",43,13,1.0,pdf,0.0,112.0,0
5314,13997,人因工程巧手三国 卧龙出山,2,1,0.5,1,2020/2/28 16:39,人因 动画 卧龙 出山 巧手 三国 ,43,13,1.0,mp4,950.0,0.0,0
5315,12637,  新分布式发电与能源互联网（2019年）,469,1,2.5,1,2019/6/15 15:06,"节能,能源,新分布式发电与能源互联网",42,13,1.0,pdf,0.0,145.0,0
5316,12640,两化融合管理体系与绿色制造体系建设（2019年）,469,1,2.0,1,2019/6/15 16:11,"节能,节能减排,两化,两化融合管理体系体系与绿色制造体系建设",40,13,1.0,pdf,0.0,120.0,0
5317,12924,常用M.G代码讲义（2019年）,469,2,0.5,1,2019/7/29 10:52,"MC,机械加工,代码",38,13,1.0,pdf,0.0,16.0,0
5318,3440,气相色谱-质谱联用仪原理与操作,268,2,1.0,1,2017/8/13 0:00,"气相色谱,质谱,调谐,毛细管柱",36,13,1.0,pdf,0.0,35.0,0
5319,12426,项目管理-OKR案例分享,514,1,0.0,0,2019/5/23 9:58,OKRs,35,13,1.0,pdf,0.0,8.0,0
5320,10424,ESD&EOS静电防护,472,1,1.5,1,2018/7/16 0:00,"ESD&EOS,静电防护",31,13,1.0,pdf,0.0,61.0,0
5321,3341,六价铬测试操作规范,268,2,0.5,1,2017/8/10 0:00,"六价铬,金属,镀层,UV,聚合物",30,13,1.0,pdf,0.0,21.0,0
5322,10711,MAC电池讲解,472,2,2.0,1,2018/8/5 0:00,电池,29,13,1.0,pdf,0.0,96.0,0
5323,12930,X系列新品简介,386,7,0.5,0,2019/7/29 14:53,"X6A,X6P,X9A,X9P",28,13,1.0,pdf,0.0,19.0,0
5324,3443,电感耦合等离子体光谱仪原理与操作,268,2,0.5,1,2017/8/13 0:00,"ICP,Pb/Hg/Cd,等离子体",27,13,1.0,pdf,0.0,29.0,0
5325,11781,精匠2018-旷视80寸新品介绍,386,7,1.0,0,2019/1/14 15:00,"旷视,AQUOS,80 寸",27,13,1.0,pdf,0.0,36.0,0
5326,13875,工站工时评估,2,1,0.5,0,2020/2/22 15:02,"专业技术类,标准工时",27,13,1.0,mp4,1341.0,0.0,0
5327,3271,离子色谱仪原理与操作,268,2,1.0,1,2017/8/8 0:00,"离子色谱仪,抑制器,色谱柱,检测池",25,13,1.0,pdf,0.0,56.0,0
5328,13397,胜任力快速建模与精准应用,509,5,1.0,0,2019/10/31 8:59,"胜任力素质模型,胜任力识别",25,13,1.0,pdf,0.0,55.0,0
5329,10844,原型设计,492,3,9.0,0,2018/8/18 0:00,"原型,设计 ",22,13,9.0,pdf,0.0,53.0,0
5330,12615,4门风冷冰箱BCD-432WWXD-N产品介绍,396,7,0.0,0,2019/6/12 15:14,冰箱,16,13,1.0,pdf,0.0,11.0,0
5331,10584,超声波塑料焊接原理,291,2,3.5,0,2018/7/30 0:00,"焊接设备,清洗设备",208,12,1.0,pdf,0.0,181.0,0
5332,4525,雷汉尼展示由科学启发的设计,2,8,0.5,0,2017/9/9 0:00,"科学,设计,启发,TED",176,12,1.0,mp4,1084.0,0.0,0
5333,11357,机器视觉应用实例,179,5,1.0,0,2018/10/22 0:00,"专业技术类,机器视觉",132,12,1.0,mp4,1898.0,0.0,0
5334,5830,移植细胞，而不是器官,2,8,0.5,0,2017/10/19 0:00,"移植,细胞,新发现,器官移植,道德忧虑",106,12,1.0,mp4,985.0,0.0,0
5335,5577,海洋的荣耀与惊悚,2,8,0.5,0,2017/10/10 0:00,"海洋生物,海洋世界,海洋的荣耀,海洋环境",95,12,1.0,mp4,1222.0,0.0,0
5336,12073,D次基础人力新人训结训考试,155,9,0.0,1,2019/4/2 14:57,"2019年(LH)新人训结训考试,安全,奖惩",94,12,,,,,0
5337,5212,讲述他的TED愿望,2,8,0.5,0,2017/9/25 0:00,"演讲,愿望,成长,TED",92,12,1.0,mp4,1472.0,0.0,0
5338,4794,管理浪费之七宗罪,287,1,1.0,0,2017/9/14 0:00,"现场改善 ,浪费 ,IE,现场管理",77,12,1.0,pdf,0.0,34.0,0
5339,2242,实验室内审员,268,1,1.5,1,2017/7/5 0:00,"品质管理,审核要点,审核及分类",73,12,1.0,pdf,0.0,67.0,0
5340,13831,ZZ新人新人训-贴新百问,179,1,0.5,0,2020/2/19 15:08,"员级新人培训,新人必读,答疑解惑,企业融入",69,12,1.0,pdf,0.0,27.0,0
5341,11979,教导有方，轻松上岗 （拟晋升班线长）,179,1,1.0,0,2019/3/12 0:00,"工作教导,四节段法",63,12,1.0,pdf,0.0,35.0,0
5342,9759,单点课程,138,1,0.5,0,2018/6/8 0:00,"单点课程,CIP",61,12,1.0,pdf,0.0,18.0,0
5343,13263,财政总预算会计的净资产,291,1,1.0,1,2019/9/23 20:48,结转结余,56,12,1.0,pdf,0.0,34.0,0
5344,11228,阳极机台工艺简介（2019年）,469,2,0.5,1,2018/9/26 0:00,表面、表面处理、阳极、技术,50,12,1.0,pdf,0.0,19.0,0
5345,13762,IATF 16949-2016内审员培训,138,1,3.0,0,2019/12/31 15:35,"16949,IATF",46,12,1.0,pdf,0.0,180.0,0
5346,13843,基础概率与统计,2,2,9.0,0,2020/2/20 16:43,"人工智能,大数据,工业互联网,基础概率与统计",42,12,9.0,mp4,2256.0,0.0,0
5347,10891,Python,492,3,13.0,0,2018/8/18 0:00,Python,41,12,12.0,pdf,0.0,54.0,0
5348,13172,实验室安全培训,291,1,1.0,1,2019/9/10 17:10,主要物质的有害特性,41,12,1.0,pdf,0.0,46.0,0
5349,11592,概率论与数理统计,138,1,3.5,0,2018/12/6 11:49,"概率与数理统计,CIP",38,12,1.0,pdf,0.0,199.0,0
5350,10741,PMP,492,3,9.5,0,2018/8/7 0:00,"专案管理,项目管理,PMP",36,12,12.0,pdf,0.0,167.0,0
5351,11665,逻辑思维,294,1,2.0,0,2018/12/13 9:58,"逻辑,管理,思维",35,12,2.0,mp4,2408.0,0.0,0
5352,12100,深圳技术工程一部王新报告,514,2,0.5,0,2019/4/8 14:30,机械展,34,12,1.0,pdf,0.0,17.0,0
5353,13395,深度工作,509,5,0.0,0,2019/10/31 8:50,深度工作,34,12,1.0,pdf,0.0,0.0,0
5354,10841,软件工程导论,492,3,10.5,0,2018/8/17 0:00,"软件,导论",33,12,13.0,pdf,0.0,74.0,0
5355,11453,FS050-1 TypeCMicroB端铆环铆压,506,2,0.0,1,2018/11/2 0:00,FS050-1 TypeCMicroB端铆环铆压,32,12,2.0,mp4,208.0,0.0,0
5356,11589,PCB各工艺质量控制要点,138,1,0.0,0,2018/12/6 11:08,"PCB,CIP",32,12,1.0,pdf,0.0,8.0,0
5357,11957,精匠2018·旷视80寸新品一页纸,386,7,0.0,0,2019/3/7 14:51,"精匠旷视,80寸巨幕影院,新品一页纸",32,12,1.0,pdf,0.0,2.0,0
5358,3338,紫外可见分光光度计原理与操作,268,2,0.5,1,2017/8/10 0:00,"Cary Win UV,六价铬,光度计",26,12,1.0,pdf,0.0,19.0,0
5359,12627,洗衣机XQG90-2758W-H XQG100-2758W-H产品介绍,396,7,0.0,0,2019/6/12 16:44,洗衣机XQG90-2758W-H XQG100-2758W-H产品介绍,21,12,1.0,pdf,0.0,8.0,0
5360,12704,夏普精匠-旷视8K新品介绍A9BW,386,7,1.0,0,2019/6/27 17:29,"旷视,8K,A9BW,精匠2018",19,12,1.0,pdf,0.0,59.0,0
5361,10566,培训体系的建立与管理,291,1,3.0,0,2018/7/28 0:00,"管理能力,执行力",232,11,4.0,mp4,1792.0,0.0,0
5362,11515,7 Associate Rule Mining（第2期）,2,3,1.5,0,2018/11/12 0:00,"工业互联网,人工智能,大数据,IMS,数据分析,预测",148,11,2.0,mp4,1944.0,0.0,0
5363,4985,密登演奏《人人》和《世界和平》,2,8,0.5,0,2017/9/19 0:00,"音乐,世界和平,人人,吉他,小号,TED",99,11,1.0,mp4,562.0,0.0,0
5364,5332,应对气候变化—后哥本哈根时代,2,8,9.5,0,2017/9/29 0:00,"气候,现状,应对,环境,变化,影响",86,11,5.0,mp4,5121.0,0.0,0
5365,12181,有话好好说（在职线长PDF）,179,1,0.5,0,2019/4/22 0:00,"何为非暴力沟通,非暴力沟通技巧,非暴力沟通运用",85,11,1.0,pdf,0.0,26.0,0
5366,11842,HR转型培训师,179,5,1.5,1,2019/1/24 0:00,"HR,培训",82,11,1.0,mp4,3804.0,0.0,0
5367,4708,工程设计变更流程及系统介绍5,138,5,0.5,0,2017/9/13 0:00,HWRD,75,11,1.0,mp4,1527.0,0.0,0
5368,4706,工程设计变更流程及系统介绍3,138,5,0.5,0,2017/9/13 0:00,HWRD,72,11,1.0,mp4,1795.0,0.0,0
5369,9532,GHG系统操作-2018供应商版,138,1,0.5,0,2018/5/25 0:00,"GHG,节能减排,温室气体",56,11,1.0,pdf,0.0,24.0,0
5370,3743,生活处处有动作经济原则,287,1,0.5,0,2017/8/24 0:00,"动作经济原则 ,IE ,现场 ",48,11,1.0,mp4,514.0,0.0,0
5371,13362,原物料结报审核作业细则,546,5,1.0,1,2019/10/15 16:20,结报审核,44,11,6.0,mp4,280.0,0.0,0
5372,11092,机器学习,492,3,10.0,0,2018/9/5 0:00,"机器 ,学习",42,11,14.0,pdf,0.0,143.0,0
5373,10977,定制型销售技巧,386,7,1.0,0,2018/8/23 0:00,"终端销售礼仪、,销售流程技巧",40,11,1.0,pdf,0.0,47.0,0
5374,11351,注塑成型工艺原理,501,1,2.0,1,2018/10/20 0:00,塑模成型原理,39,11,1.0,pdf,0.0,116.0,0
5375,12923,放电加工检验规范（2019年）,469,2,0.5,1,2019/7/29 10:47,"MC,机械加工,放电加工,检验规范",38,11,1.0,pdf,0.0,25.0,0
5376,13943,机器人运动路径最优化（离线编程技术）,2,2,0.5,0,2020/2/26 11:13,机器人运动路径最优化,34,11,1.0,pdf,0.0,27.0,0
5377,13171,高处作业培训,291,1,1.0,1,2019/9/10 15:23,高处作业案例教训,32,11,1.0,pdf,0.0,46.0,0
5378,13112,物控理论与基础知识（2019年）,469,1,0.5,1,2019/9/2 10:46,"物控,供应链,SC,物控理论和基础知识",28,11,1.0,pdf,0.0,21.0,0
5379,12493,FB130-1  两端检验,506,2,0.0,0,2019/5/29 11:08,FB130-1  两端检验,26,11,2.0,mp4,209.0,0.0,0
5380,11430,FS060-1 测量外露和PIN高,506,2,0.0,1,2018/11/1 0:00,FS060-1 测量外露和PIN高,25,11,2.0,mp4,161.0,0.0,0
5381,3431,铅铬镉汞含量测试操作规范,268,2,0.5,1,2017/8/11 0:00,"ICP,微波,消解",24,11,1.0,pdf,0.0,21.0,0
5382,13168,工业固体废物污染防治,291,1,1.0,1,2019/9/10 14:18,法律法规,23,11,1.0,pdf,0.0,32.0,0
5383,12349,工厂电气安全（2019年）,469,2,2.0,1,2019/5/14 14:03,"工厂,电气,安全",22,11,1.0,pdf,0.0,116.0,0
5384,12597,FB119-1  两端摇摆测试,506,2,0.0,1,2019/6/5 17:41,FB119-1  两端摇摆测试,22,11,2.0,mp4,219.0,0.0,0
5385,11552,FS049-1 TypeCMicroB端组装左右铁壳&镭射铁壳,506,2,0.0,1,2018/11/30 15:44,FS049-1 TypeCMicroB端组装左右铁壳&镭射铁壳,18,11,2.0,mp4,144.0,0.0,0
5386,10842,敏捷开发管理,492,3,7.5,0,2018/8/18 0:00,"开发,管理",17,11,9.0,pdf,0.0,81.0,0
5387,13129,	全民K歌操作步骤,386,7,0.5,0,2019/9/4 16:21,"全民K歌,操作步骤",14,11,1.0,mp4,457.0,0.0,0
5388,7904,富可视电视会员领取方法,2,7,0.0,0,2018/1/13 0:00,"富可视,电视,会员",229,10,1.0,mp4,121.0,0.0,0
5389,11359,机器视觉结构,179,5,1.0,0,2018/10/22 0:00,"专业技术类,机器视觉",133,10,1.0,mp4,1863.0,0.0,0
5390,5604,蘑菇拯救世界的6种方法,2,8,0.5,0,2017/10/11 0:00,"蘑菇,真菌,菌丝,拯救,方",108,10,1.0,mp4,1061.0,0.0,0
5391,5364,分形和粗糙的艺术,2,8,0.5,0,2017/9/30 0:00,"粗糙,布朗运动,菜花,菲尔茨奖",105,10,1.0,mp4,1029.0,0.0,0
5392,5370,包拉托错觉中的视觉真相,2,8,0.5,0,2017/9/30 0:00,"包拉托,视觉感官,感知,色彩",101,10,1.0,mp4,991.0,0.0,0
5393,5831,穆利斯新一代致命传染症的治疗药物,2,8,0.0,0,2017/10/19 0:00,"致命传染症,药物,治疗,治疗药物",89,10,1.0,mp4,272.0,0.0,0
5394,12179,简报与表达技巧（在职组长）,179,1,1.0,0,2019/4/22 0:00,"工作简报概述,成功简报流程,简报制作技巧,简报表达技巧",70,10,1.0,pdf,0.0,47.0,0
5395,11803,薪酬设计九连环,179,5,1.0,1,2019/1/21 0:00,"专业类 ,薪酬设计 ,人力资源",61,10,1.0,mp4,3233.0,0.0,0
5396,12282,情景模拟教学设计,509,5,0.5,0,2019/5/9 11:05,"TTT,情景模拟教学设计",56,10,1.0,mp4,1563.0,0.0,0
5397,12871,反歧视培训,291,1,0.0,0,2019/7/23 14:05,"反骚扰,反歧视",52,10,1.0,pdf,0.0,9.0,0
5398,12267,讲师专业品牌打造与运营,509,5,0.5,0,2019/5/10 7:26,"TTT,讲师专业品牌打造与运营",51,10,1.0,mp4,1743.0,0.0,0
5399,7999,行政技能培训,371,5,1.0,0,2018/1/18 0:00,"行政技能,人事行政,三期女工,考勤管理,请假管理,一线门岗",49,10,1.0,pdf,0.0,33.0,0
5400,13072,FOXBOT 机器人软件指令编程讲义（2019年）,469,2,1.5,1,2019/8/27 8:10,"自动化,FOXBOT,机器人软件指令编程",49,10,1.0,pdf,0.0,64.0,0
5401,11973,现场管理-初阶 (拟晋升班线长）,179,1,1.0,0,2019/3/11 0:00,"现场管理技巧,现场异常处理",45,10,1.0,pdf,0.0,32.0,0
5402,12351,品质意识培训（2019年）,469,1,1.0,1,2019/5/14 14:43,"品质,意识,品质意识",44,10,1.0,pdf,0.0,39.0,0
5403,11980,iDPBG 工业互联网 —TDK生态系统应用说明 （拟晋升班线/组长）,179,1,0.5,0,2019/3/12 0:00,"TDK 系统对产线管理的帮助,如何应用发挥",43,10,1.0,pdf,0.0,23.0,0
5404,11386,PS081-1 AEC装配B141产品【DB端前处理检查&线材装入PE袋】,506,2,0.0,1,2018/10/26 0:00,PS081-1 AEC装配B141产品【DB端前处理检查&线材装入PE袋】,39,10,2.0,mp4,218.0,0.0,0
5405,13456,绿色供应链管理认证,138,1,0.0,0,2019/10/31 17:05,绿色，供应链，认证,38,10,1.0,pdf,0.0,9.0,0
5406,11424,FU089-1 检验焊点,506,2,0.0,1,2018/10/31 0:00,FU089-1 检验焊点,37,10,2.0,mp4,182.0,0.0,0
5407,11336,FS039-1TypeC&MicroB端芯线排线,506,2,0.0,1,2018/10/18 0:00,FS039-1TypeC&MicroB端芯线排线,34,10,2.0,mp4,219.0,0.0,0
5408,11452,FB091-1 Plug端检验,506,2,0.0,1,2018/11/2 0:00,FB091-1 Plug端检验,34,10,2.0,mp4,142.0,0.0,0
5409,13158,产品安全教育-厂商类,291,1,0.5,1,2019/9/7 8:26,厂商违纪处罚标准,33,10,1.0,pdf,0.0,30.0,0
5410,11365,模具设计合理化及异常分析,501,1,5.0,1,2018/10/23 0:00,塑模设计,32,10,3.0,pdf,0.0,72.0,0
5411,3445,量测GRR,268,2,1.0,1,2017/8/13 0:00,"量测系统变异,GRR试验方法",30,10,1.0,pdf,0.0,40.0,0
5412,13157,产品安全教育-资讯类,291,1,1.0,1,2019/9/7 8:19,资讯安全系统化管控,30,10,1.0,pdf,0.0,31.0,0
5413,13757,反贪腐贿赂宣传简报,161,1,0.5,1,2020/1/9 9:21,反贪腐 反贿赂,28,10,1.0,mp4,1010.0,0.0,0
5414,13008,早报分享之2019年7月,396,7,0.5,0,2019/8/15 9:26,"7月,早报",22,10,1.0,pdf,0.0,24.0,0
5415,10658,夏普空气净化器入门培训,396,7,1.0,0,2018/8/3 0:00,夏普空气净化器入门培训,19,10,1.0,pdf,0.0,55.0,0
5416,10710,SMT工程介绍,472,2,1.0,1,2018/8/5 0:00,SMT,18,10,1.0,pdf,0.0,33.0,0
5417,13124,MEMC流畅平滑操作步骤,386,7,0.0,0,2019/9/4 11:59,"MEMC,流畅平滑,操作步骤",14,10,1.0,mp4,177.0,0.0,0
5418,12176,诚功信途管理篇（在职班线/组长）,179,1,0.5,0,2019/4/20 0:00,"诚信的重要性,诚信文化认知,诚信基因养成,诚信组织管理",293,9,1.0,pdf,0.0,26.0,0
5419,12178,决策不两难（在职组长）,179,1,1.0,0,2019/4/22 0:00,"决策的思维本质,高效决策的方法,头脑风暴创新法",163,9,1.0,pdf,0.0,31.0,0
5420,5456,展示扩增实境地图,2,8,0.5,0,2017/10/6 0:00,"地图,微软,现实内容,实时,软件",97,9,1.0,mp4,621.0,0.0,0
5421,8588,风险管理与安全评价,367,1,0.5,0,2018/3/12 0:00,"风险源,危险性,评价分析",83,9,1.0,mp4,485.0,0.0,0
5422,5573,泽·弗兰克的另类戏剧,2,8,0.5,0,2017/10/10 0:00,"网络工具,网络娱乐,网络戏剧,幽默大神",82,9,1.0,mp4,1140.0,0.0,0
5423,5311,弗雷克Pivot浏览器是网络的转折点？,2,8,0.5,0,2017/9/29 0:00,"弗雷克,Pivot浏览器,网络,信息,网页,TED",71,9,1.0,mp4,408.0,0.0,0
5424,11804,LCD液晶介绍,179,5,1.5,1,2019/1/21 0:00,"专业类,LCD液晶介绍",69,9,1.0,mp4,5116.0,0.0,0
5425,4790,IE改善意识及专业技术,287,1,1.0,0,2017/9/14 0:00,"IE,改善意识 ,改善工具,改善技术,精益生产 ",65,9,1.0,pdf,0.0,37.0,0
5426,4975,线路图绘制革是标准4,138,5,0.5,0,2017/9/19 0:00,HWRD,64,9,1.0,mp4,1605.0,0.0,0
5427,11306,FB131-1   D2X paper collar预折&组装,506,2,0.0,1,2018/10/11 0:00,"D2X,collar,FB131-1",62,9,2.0,mp4,292.0,0.0,0
5428,9535,富士康供应商温室气体大会（CTI教材）,138,1,2.5,0,2018/5/25 0:00,"GHG,温室气体,节能减排",59,9,1.0,pdf,0.0,126.0,0
5429,13176,2019年高阶主管资讯安全强化训练(SZ),179,9,0.5,1,2019/9/16 8:00,"资讯安全 ,全员强化,资讯安全,2019,中高阶主管",56,9,1.0,pdf,0.0,26.0,0
5430,7665,权限课程添加测试,2,1,0.0,0,2018/1/3 0:00,权限,48,9,1.0,pdf,0.0,11.0,0
5431,11184,资料探勘,492,3,4.5,0,2018/9/20 0:00,资料,48,9,4.0,pdf,0.0,87.0,0
5432,12268,从柯式四级评估到培训设计与实施,509,5,0.5,0,2019/5/10 7:29,"TTT,从柯式四级评估到培训设计与实施,内部讲师提升",48,9,1.0,mp4,1467.0,0.0,0
